line_id	text	tokens_space
6311	الموهوب رجع بزيادته المتصله كتعلم الصنعه لا المنفصله كالاجره والولد	الموهوب رجع بزيادته المتصله كتعلم الصنعه لا المنفصله كالاجره والولد
6312	والحمل الحادث علي ملك فرعه .	والحمل الحادث علي ملك فرعه .
6313	ويكره للاصل الرجوع في عطيه الفرع الا لعذر كان كان الولد عاقا او يصرفه	ويكره للاصل الرجوع في عطيه الفرع الا لعذر كان كان الولد عاقا او يصرفه
6314	في معصيه .	في معصيه .
6315	وبحث البلقيني امتناعه في صدقه واجبه كزكاه ونذر وكفاره وبما ذكره افتي	وبحث البلقيني امتناعه في صدقه واجبه كزكاه ونذر وكفاره وبما ذكره افتي
6316	كثيرون ممن سبقه وتاخر عنه . وله الرجوع فيما اقر بانه لفرعه كما افتي به	كثيرون ممن سبقه وتاخر عنه . وله الرجوع فيما اقر بانه لفرعه كما افتي به
6317	النووي واعتمده جمع متاخرون .	النووي واعتمده جمع متاخرون .
6318	قال الجلال البلقيني عن ابيه وفرض ذلك فيما اذا ms200 فسره بالهبه وهو فرض لا	قال الجلال البلقيني عن ابيه وفرض ذلك فيما اذا ms200 فسره بالهبه وهو فرض لا
6319	بد منه انتهي .	بد منه انتهي .
6320	وقال النووي : لو وهب واقبض ومات فادعي الوارث كونه في المرض والمتهب كونه	وقال النووي : لو وهب واقبض ومات فادعي الوارث كونه في المرض والمتهب كونه
6321	في الصحه صدق	في الصحه صدق
6322	انتهي .	انتهي .
6323	ولو اقاما بينتين قدمت بينه الوارث لان معها زياده علم .	ولو اقاما بينتين قدمت بينه الوارث لان معها زياده علم .
6324	وهبه دين للمدين ابراء له عنه فلا يحتاج الي قبول نظرا للمعني .	وهبه دين للمدين ابراء له عنه فلا يحتاج الي قبول نظرا للمعني .
6325	ولغيره اي المدين هبه صحيحه ان علما قدره كما صححه جمع تبعا للنص خلافا	ولغيره اي المدين هبه صحيحه ان علما قدره كما صححه جمع تبعا للنص خلافا
6326	لما صححه المنهاج .	لما صححه المنهاج .
6327	تنبيه لا يصح الابراء من المجهول للدائن او المدين لكن فيما	تنبيه لا يصح الابراء من المجهول للدائن او المدين لكن فيما
6328	000000000000000000000000000000000	000000000000000000000000000000000
6329	فيه معاوضه كان ابراتني فانت طالق	فيه معاوضه كان ابراتني فانت طالق
6330	لا فيما عدا ذلك : علي المعتمد وفي القديم : يصح من المجهول مطلقا .	لا فيما عدا ذلك : علي المعتمد وفي القديم : يصح من المجهول مطلقا .
6331	ولو ابرا ثم ادعي الجهل : لم يقبل ظاهرا بل باطنا ذكره الرافعي .	ولو ابرا ثم ادعي الجهل : لم يقبل ظاهرا بل باطنا ذكره الرافعي .
6332	وفي الجواهر عن الزبيلي1 : تصدق الصغيره المزوجه اجبارا بيمينها في جهلها	وفي الجواهر عن الزبيلي1 : تصدق الصغيره المزوجه اجبارا بيمينها في جهلها
6333	بمهرها .	بمهرها .
6334	قال الغزي : وكذا الكبيره المجبره ان دل الحال علي جهلها وطريق الابراء من	قال الغزي : وكذا الكبيره المجبره ان دل الحال علي جهلها وطريق الابراء من
6335	المجهول ان يبرئه مما يعلم انه لا ينقص عن الدين كالف شك هل دينه يبلغها او	المجهول ان يبرئه مما يعلم انه لا ينقص عن الدين كالف شك هل دينه يبلغها او
6336	ينقص عنها ؟	ينقص عنها ؟
6337	ولو ابرا من معين معتقدا انه لا يستحقه فبان انه يستحقه برئ .	ولو ابرا من معين معتقدا انه لا يستحقه فبان انه يستحقه برئ .
6338	ويكره لمعط : تفضيل في عطيه فروع وان سفلوا ولو الاحفاد مع وجود الاولاد	ويكره لمعط : تفضيل في عطيه فروع وان سفلوا ولو الاحفاد مع وجود الاولاد
6339	علي الاوجه سواء كانت تلك العطيه هبه ام هديه ام صدقه ام وقفا او اصول وان	علي الاوجه سواء كانت تلك العطيه هبه ام هديه ام صدقه ام وقفا او اصول وان
6340	بعدوا سواء الذكر وغيره الا لتفاوت حاجه او فضل علي الاوجه .	بعدوا سواء الذكر وغيره الا لتفاوت حاجه او فضل علي الاوجه .
6341	قال جمع : يحرم	قال جمع : يحرم
6342	ونقل في الروضه عن الدارمي : فان فضل في الاصل فليفضل الام واقره لما في	ونقل في الروضه عن الدارمي : فان فضل في الاصل فليفضل الام واقره لما في
6343	"الحديث "" ان لها ثلثي البر "" [ صحيح ابن حبان PageV01P398"	"الحديث "" ان لها ثلثي البر "" [ صحيح ابن حبان PageV01P398"
6344	000000000000000000000000000000000	000000000000000000000000000000000
6345	رقم : 433 , 2 / 176 ] بل في شرح مسلم	رقم : 433 , 2 / 176 ] بل في شرح مسلم
6346	عن المحاسبي الاجماع علي تفصيلها في البر علي الاب .	عن المحاسبي الاجماع علي تفصيلها في البر علي الاب .
6347	فروع الهدايا المحموله عند الختان ملك للاب وقال جمع : للابن فعليه يلزم	فروع الهدايا المحموله عند الختان ملك للاب وقال جمع : للابن فعليه يلزم
6348	الاب قبولها ومحل الخلاف اذا اطلق المهدي فلم يقصد واحدا منهما والا فهي	الاب قبولها ومحل الخلاف اذا اطلق المهدي فلم يقصد واحدا منهما والا فهي
6349	لمن قصده اتفاقا ويجري ذلك فيما يعطاه خادم الصوفيه فهو له فقط عند الاطلاق	لمن قصده اتفاقا ويجري ذلك فيما يعطاه خادم الصوفيه فهو له فقط عند الاطلاق
6350	او قصده ولهم عند قصدهم وله ولهم عند قصدهما اي يكون له النصف فيما يظهر	او قصده ولهم عند قصدهم وله ولهم عند قصدهما اي يكون له النصف فيما يظهر
6351	وقضيه ذلك ان ما اعتيد في بعض ms201 النواحي من وضع طاسه بين يدي صاحب الفرح ليضع	وقضيه ذلك ان ما اعتيد في بعض ms201 النواحي من وضع طاسه بين يدي صاحب الفرح ليضع
6352	الناس فيها دراهم ثم يقسم علي الحالق او الخاتن او نحوهما يجري فيه ذلك	الناس فيها دراهم ثم يقسم علي الحالق او الخاتن او نحوهما يجري فيه ذلك
6353	التفصيل فان قصد ذلك وحده او مع نظرائه المعاونين له عمل بالقصد وان اطلق	التفصيل فان قصد ذلك وحده او مع نظرائه المعاونين له عمل بالقصد وان اطلق
6354	كان ملكا لصاحب الفرح يعطيه لمن يشاء وبهذا يعلم انه لا نظر هنا للعرف اما	كان ملكا لصاحب الفرح يعطيه لمن يشاء وبهذا يعلم انه لا نظر هنا للعرف اما
6355	مع قصد خلافه فواضح واما مع الاطلاق فلان حمله علي من ذكر من الاب والخادم	مع قصد خلافه فواضح واما مع الاطلاق فلان حمله علي من ذكر من الاب والخادم
6356	وصاحب الفرح نظرا للغالب ان كلا من هؤلاء هو المقصود هو عرف الشرع فيقدم	وصاحب الفرح نظرا للغالب ان كلا من هؤلاء هو المقصود هو عرف الشرع فيقدم
6357	علي العرف المخالف له بخلاف ما ليس للشرع فيه عرف فانه تحكم فيه العاده ومن	علي العرف المخالف له بخلاف ما ليس للشرع فيه عرف فانه تحكم فيه العاده ومن
6358	ثم لو نذر لولي ميت بمال فان قصد انه يملكه لغا وان اطلق فان كان علي قبره	ثم لو نذر لولي ميت بمال فان قصد انه يملكه لغا وان اطلق فان كان علي قبره
6359	ما يحتاج للصرف في مصالحه صرف له والا فان كان عنده قوم اعتيد قصدهم بالنذر	ما يحتاج للصرف في مصالحه صرف له والا فان كان عنده قوم اعتيد قصدهم بالنذر
6360	للولي صرف لهم .	للولي صرف لهم .
6361	0000000000000000000000000000	0000000000000000000000000000
6362	ولو اهدي لمن خلصه من ظالم لئلا	ولو اهدي لمن خلصه من ظالم لئلا
6363	ينقص ما فعله لم يحل له قبوله والا حل اي وان تعين عليه تخليصه .	ينقص ما فعله لم يحل له قبوله والا حل اي وان تعين عليه تخليصه .
6364	ولو قال خذ هذا واشتر لك به كذا تعين ما لم يرد التبسط اي او تدل قرينه	ولو قال خذ هذا واشتر لك به كذا تعين ما لم يرد التبسط اي او تدل قرينه
6365	حاله عليه .	حاله عليه .
6366	ومن دفع لمخطوبته او وكيلها او وليها طعاما او غيره ليتزوجها فرد قبل	ومن دفع لمخطوبته او وكيلها او وليها طعاما او غيره ليتزوجها فرد قبل
6367	العقد رجع علي من اقبضه .	العقد رجع علي من اقبضه .
6368	ولو بعث هديه الي شخص فمات المهدي اليه قبل وصولها بقيت علي ملك المهدي	ولو بعث هديه الي شخص فمات المهدي اليه قبل وصولها بقيت علي ملك المهدي
6369	فان مات المهدي لم يكن للرسول حملها الي المهدي اليه .	فان مات المهدي لم يكن للرسول حملها الي المهدي اليه .
6370	| باب في الوقف	| باب في الوقف
6371	باب في الوقف	باب في الوقف
6372	هو لغه : الحبس وشرعا : حبس مال يمكن الانتفاع به مع بقاء عينه بقطع التصرف	هو لغه : الحبس وشرعا : حبس مال يمكن الانتفاع به مع بقاء عينه بقطع التصرف
6373	"في رقبته علي مصرف مباح وجهه والاصل فيه : خبر مسلم : [ رقم : 1631 ] : "" اذا مات"	"في رقبته علي مصرف مباح وجهه والاصل فيه : خبر مسلم : [ رقم : 1631 ] : "" اذا مات"
6374	المسلم انقطع عمله الا من ثلاث : صدقه جاريه او علم ينتفع به او ولد صالح اي	المسلم انقطع عمله الا من ثلاث : صدقه جاريه او علم ينتفع به او ولد صالح اي
6375	"مسلم يدعو له "" ."	"مسلم يدعو له "" ."
6376	وحمل العلماء : الصدقه الجاريه علي الوقف دون نحو الوصيه بالمنافع المباحه	وحمل العلماء : الصدقه الجاريه علي الوقف دون نحو الوصيه بالمنافع المباحه
6377	ووقف عمر رضي الله عنه ارضا اصابها بخيبر بامره صلي الله عليه وسلم وشرط	ووقف عمر رضي الله عنه ارضا اصابها بخيبر بامره صلي الله عليه وسلم وشرط
6378	صح وقف عين مملوكه تفيد وهي باقيه بوقفت وسبلت كذا ms202	صح وقف عين مملوكه تفيد وهي باقيه بوقفت وسبلت كذا ms202
6379	علي كذا ,	علي كذا ,
6380	فيها شروط : منها انه لا يباع اصلها	فيها شروط : منها انه لا يباع اصلها
6381	ولا يورث ولا يوهب وان من وليها ياكل منها بالمعروف ويطعم صديقا غير متمول	ولا يورث ولا يوهب وان من وليها ياكل منها بالمعروف ويطعم صديقا غير متمول
6382	رواه الشيخان [ البخاري رقم : 3737 , مسلم رقم : 1633 ] وهو اول من وقف في	رواه الشيخان [ البخاري رقم : 3737 , مسلم رقم : 1633 ] وهو اول من وقف في
6383	الاسلام .	الاسلام .
6384	وعن ابي يوسف انه لما سمع خبر عمر انه لا يباع اصلها رجع عن قول ابي	وعن ابي يوسف انه لما سمع خبر عمر انه لا يباع اصلها رجع عن قول ابي
6385	حنيفه ببيع الوقف وقال لو سمعه لقال به .	حنيفه ببيع الوقف وقال لو سمعه لقال به .
6386	صح وقف عين معينه مملوكه ملكا يقبل النقل تفيد فائده حالا او مالا كثمره	صح وقف عين معينه مملوكه ملكا يقبل النقل تفيد فائده حالا او مالا كثمره
6387	او منفعه يستاجر لها غالبا وهي باقيه لانه شرع ليكون صدقه جاريه وذلك كوقف	او منفعه يستاجر لها غالبا وهي باقيه لانه شرع ليكون صدقه جاريه وذلك كوقف
6388	شجر لريعه وحلي للبس ونحو مسك لشم وريحان مزروع بخلاف عود البخور لانه لا	شجر لريعه وحلي للبس ونحو مسك لشم وريحان مزروع بخلاف عود البخور لانه لا
6389	ينتفع به الا باستهلاكه والمطعوم لان نفعه في اهلاكه .	ينتفع به الا باستهلاكه والمطعوم لان نفعه في اهلاكه .
6390	وزعم ابن الصلاح : صحه وقف الماء اختيار له .	وزعم ابن الصلاح : صحه وقف الماء اختيار له .
6391	ويصح وقف المغصوب وان عجز عن تخليصه ووقف العلو دون السفل مسجدا .	ويصح وقف المغصوب وان عجز عن تخليصه ووقف العلو دون السفل مسجدا .
6392	والاوجه صحه وقف المشاع وان قل مسجدا .	والاوجه صحه وقف المشاع وان قل مسجدا .
6393	ويحرم المكث فيه علي الجنب تغليبا للمنع ويمنع اعتكاف وصلاه به من غير	ويحرم المكث فيه علي الجنب تغليبا للمنع ويمنع اعتكاف وصلاه به من غير
6394	اذن ما لك المنفعه .	اذن ما لك المنفعه .
6395	بوقفت وسبلت وحبست كذا علي كذا او ارضي موقوفه او وقف عليه ولو قال تصدقت	بوقفت وسبلت وحبست كذا علي كذا او ارضي موقوفه او وقف عليه ولو قال تصدقت
6396	بكذا علي كذا صدقه محرمه او مؤبده او	بكذا علي كذا صدقه محرمه او مؤبده او
6397	وجعلت هذا مسجدا	وجعلت هذا مسجدا
6398	صدقه لاتباع او لا توهب او لا	صدقه لاتباع او لا توهب او لا
6399	تورث : فصريح في الاصح .	تورث : فصريح في الاصح .
6400	ومن الصرائح قوله : جعلت هذا المكان مسجدا فيصير به مسجدا وان لم يقل لله	ومن الصرائح قوله : جعلت هذا المكان مسجدا فيصير به مسجدا وان لم يقل لله
6401	ولا اتي بشيء مما مر : لان المسجد لا يكون الا وقفا ووقفته للصلاه : صريح في	ولا اتي بشيء مما مر : لان المسجد لا يكون الا وقفا ووقفته للصلاه : صريح في
6402	الوقفيه وكنايه في خصوص المسجديه فلا بد من نيتها في غير الموات .	الوقفيه وكنايه في خصوص المسجديه فلا بد من نيتها في غير الموات .
6403	ونقل القمولي عن الروياني واقره من انه لو عمر مسجدا خرابا ولم يقف	ونقل القمولي عن الروياني واقره من انه لو عمر مسجدا خرابا ولم يقف
6404	الاته : كانت عاريه له يرجع فيها متي شاء انتهي .	الاته : كانت عاريه له يرجع فيها متي شاء انتهي .
6405	ولا يثبت حكم المسجد من صحه الاعتكاف وحرمه المكث للجنب لما اضيف من	ولا يثبت حكم المسجد من صحه الاعتكاف وحرمه المكث للجنب لما اضيف من
6406	الارض الموقوفه حوله اذا احتيج الي توسعته علي ما افتي به شيخنا ابن زياد	الارض الموقوفه حوله اذا احتيج الي توسعته علي ما افتي به شيخنا ابن زياد
6407	وغيره .	وغيره .
6408	وعلم مما مر ان الوقف لا يصح الا بلفظ ولا ياتي فيه خلاف المعاطاه فلو	وعلم مما مر ان الوقف لا يصح الا بلفظ ولا ياتي فيه خلاف المعاطاه فلو
6409	بني بناء علي ms203 هيئه مسجد واذن في اقامه الصلاه فيه : لم يخرج بذلك عن ملكه	بني بناء علي ms203 هيئه مسجد واذن في اقامه الصلاه فيه : لم يخرج بذلك عن ملكه
6410	كما اذا جعل مكانا علي هيئه المقبره واذن في الدفن بخلاف ما لو اذن في	كما اذا جعل مكانا علي هيئه المقبره واذن في الدفن بخلاف ما لو اذن في
6411	الاعتكاف فيه فانه يصير بذلك مسجدا .	الاعتكاف فيه فانه يصير بذلك مسجدا .
6412	قال البغوي في فتاويه لو قال لقيم المسجد اضرب اللبن من ارضي للمسجد	قال البغوي في فتاويه لو قال لقيم المسجد اضرب اللبن من ارضي للمسجد
6413	فضربه وبني به المسجد صار له حكم المسجد وليس له نقضه وله استرداده قبل ان	فضربه وبني به المسجد صار له حكم المسجد وليس له نقضه وله استرداده قبل ان
6414	يبني به انتهي .	يبني به انتهي .
6415	والحق البلقيني بالمسجد في ذلك : البئر المحفوره للسبيل والاسنوي : المدارس	والحق البلقيني بالمسجد في ذلك : البئر المحفوره للسبيل والاسنوي : المدارس
6416	والربط .	والربط .
6417	وشرط له تابيد وتنجيز وامكان تمليك ,	وشرط له تابيد وتنجيز وامكان تمليك ,
6418	وقال الشيخ ابو محمد : وكذا لو اخذ	وقال الشيخ ابو محمد : وكذا لو اخذ
6419	من الناس ليبني به زاويه او رباطا فيصير كذلك بمجرد بنائه .	من الناس ليبني به زاويه او رباطا فيصير كذلك بمجرد بنائه .
6420	وضعفه بعضهم .	وضعفه بعضهم .
6421	ويصح وقف بقره علي رباط ليشرب لبنها من نزله او ليباع نسلها لمصالحه .	ويصح وقف بقره علي رباط ليشرب لبنها من نزله او ليباع نسلها لمصالحه .
6422	وشرط له اي للوقف تابيد فلا يصح تاقيته كوقفته علي زيد سنه .	وشرط له اي للوقف تابيد فلا يصح تاقيته كوقفته علي زيد سنه .
6423	وتنجيز فلا يصح تعليقه : كوقفته علي زيد اذا جاء راس الشهر نعم : يصح	وتنجيز فلا يصح تعليقه : كوقفته علي زيد اذا جاء راس الشهر نعم : يصح
6424	تعليقه بالموت : كوقفت داري بعد موتي علي الفقراء .	تعليقه بالموت : كوقفت داري بعد موتي علي الفقراء .
6425	قال الشيخان : وكانه وصيه لقول القفال انه عرضها للبيع كان رجوعا .	قال الشيخان : وكانه وصيه لقول القفال انه عرضها للبيع كان رجوعا .
6426	وامكان تمليك للموقوف عليه العين الموقوفه ان وقف علي معين واحد او جمع :	وامكان تمليك للموقوف عليه العين الموقوفه ان وقف علي معين واحد او جمع :
6427	بان يوجد خارجا متاهلا للملك فلا يصح الوقف علي معدوم : كعلي مسجد سيبني او	بان يوجد خارجا متاهلا للملك فلا يصح الوقف علي معدوم : كعلي مسجد سيبني او
6428	علي ولده ولا ولد له او علي من سيولد لي ثم الفقراء لانقطاع اوله او علي	علي ولده ولا ولد له او علي من سيولد لي ثم الفقراء لانقطاع اوله او علي
6429	فقراء اولاده ولا فقير فيهم او علي ان يطعم المساكين ريعه علي راس قبره	فقراء اولاده ولا فقير فيهم او علي ان يطعم المساكين ريعه علي راس قبره
6430	بخلاف قبر ابيه الميت .	بخلاف قبر ابيه الميت .
6431	وافتي ابن الصلاح بانه لو وقف علي من يقرا علي قبره بعد موته فمات ولم	وافتي ابن الصلاح بانه لو وقف علي من يقرا علي قبره بعد موته فمات ولم
6432	يعرف له قبر : بطل انتهي .	يعرف له قبر : بطل انتهي .
6433	000000000000000000000000000000000	000000000000000000000000000000000
6434	ويصح علي المعدوم تبعا للموجود :	ويصح علي المعدوم تبعا للموجود :
6435	كوقفته علي ولدي ثم علي ولد ولدي ولا علي احد هذين ولا علي عماره مسجد ان	كوقفته علي ولدي ثم علي ولد ولدي ولا علي احد هذين ولا علي عماره مسجد ان
6436	لم يبينه ولا علي نفسه : لتعذر تمليك الانسان ملكه او منافع ملكه لنفسه .	لم يبينه ولا علي نفسه : لتعذر تمليك الانسان ملكه او منافع ملكه لنفسه .
6437	ومنه ان يشرط1 نحو قضاء دينه مما وقفه او انتفاعه به لا شرط نحو شربه او	ومنه ان يشرط1 نحو قضاء دينه مما وقفه او انتفاعه به لا شرط نحو شربه او
6438	مطالعته من بئر وكتاب وقفهما علي نحو الفقراء كذا قاله بعض ms204 شراح المنهاج .	مطالعته من بئر وكتاب وقفهما علي نحو الفقراء كذا قاله بعض ms204 شراح المنهاج .
6439	ولو وقف علي الفقراء مثلا ثم صار فقيرا : جاز له الاخذ منه وكذا لو كان	ولو وقف علي الفقراء مثلا ثم صار فقيرا : جاز له الاخذ منه وكذا لو كان
6440	فقيرا حال الوقف .	فقيرا حال الوقف .
6441	ويصح شرط النظر لنفسه ولو بمقابل ان كان بقدر اجره مثل فاقل .	ويصح شرط النظر لنفسه ولو بمقابل ان كان بقدر اجره مثل فاقل .
6442	ومن حيل صحه الوقف علي نفسه : ان يقف علي اولاد ابيه ويذكر صفات نفسه فيصح	ومن حيل صحه الوقف علي نفسه : ان يقف علي اولاد ابيه ويذكر صفات نفسه فيصح
6443	كما قاله جمع متاخرون واعتمده ابن الرفعه وعمل به في حق نفسه فوقف علي	كما قاله جمع متاخرون واعتمده ابن الرفعه وعمل به في حق نفسه فوقف علي
6444	الافقه من بني الرفعه وكان يتناوله .	الافقه من بني الرفعه وكان يتناوله .
6445	ويبطل الوقف في جهه معصيه : كعماره الكنائس وكوقف سلاح علي قطاع طريق ووقف	ويبطل الوقف في جهه معصيه : كعماره الكنائس وكوقف سلاح علي قطاع طريق ووقف
6446	علي عماره قبور غير الانبياء والعلماء والصالحين .	علي عماره قبور غير الانبياء والعلماء والصالحين .
6447	فرع يقع لكثيرين انهم يقفون اموالهم في صحتهم علي ذكور اولادهم قاصدين	فرع يقع لكثيرين انهم يقفون اموالهم في صحتهم علي ذكور اولادهم قاصدين
6448	بذلك حرمان اناثهم وقد تكرر من غير واحد افتاء PageV01P404	بذلك حرمان اناثهم وقد تكرر من غير واحد افتاء PageV01P404
6449	لا قبول ولو من معين ولو انقرض في منقطع اخر فمصرفه	لا قبول ولو من معين ولو انقرض في منقطع اخر فمصرفه
6450	الاقرب	الاقرب
6451	ببطلان الوقف حينئذ .	ببطلان الوقف حينئذ .
6452	قال شيخنا كالطنبداوي فيه نظر ظاهر بل الوجه الصحه .	قال شيخنا كالطنبداوي فيه نظر ظاهر بل الوجه الصحه .
6453	لا قبول فلا يشترط ولو من معين نظرا الي انه قربه بل الشرط عدم الرد وما	لا قبول فلا يشترط ولو من معين نظرا الي انه قربه بل الشرط عدم الرد وما
6454	ذكرته في المعين هو المنقول عن الاكثرين واختاره في الروضه ونقله في شرح	ذكرته في المعين هو المنقول عن الاكثرين واختاره في الروضه ونقله في شرح
6455	الوسيط عن نص الشافعي وقيل يشترط من المعين القبول نظرا الي انه تمليك وهو	الوسيط عن نص الشافعي وقيل يشترط من المعين القبول نظرا الي انه تمليك وهو
6456	ما رجحه في المنهاج كاصله فاذا رد المعين : بطل حقه سواء شرطنا قبوله ام لا	ما رجحه في المنهاج كاصله فاذا رد المعين : بطل حقه سواء شرطنا قبوله ام لا
6457	نعم : لو وقف علي وارثه الحائز شيئا يخرج من الثلث : لزم وان رده .	نعم : لو وقف علي وارثه الحائز شيئا يخرج من الثلث : لزم وان رده .
6458	وخرج بالمعين : الجهه العامه وجهه التحرير كالمسجد فلا قبول فيه جزما : ولو	وخرج بالمعين : الجهه العامه وجهه التحرير كالمسجد فلا قبول فيه جزما : ولو
6459	وقف علي اثنين معينين ثم الفقراء فمات احدهما فنصيبه يصرف للاخر لانه شرط	وقف علي اثنين معينين ثم الفقراء فمات احدهما فنصيبه يصرف للاخر لانه شرط
6460	في الانتقال الي الفقراء انقراضهما جميعا ولم يوجد . ولو انقرض اي الموقوف	في الانتقال الي الفقراء انقراضهما جميعا ولم يوجد . ولو انقرض اي الموقوف
6461	عليه المعين في منقطع اخر كان قال وقفت علي اولادي ولم يذكر احدا بعد او	عليه المعين في منقطع اخر كان قال وقفت علي اولادي ولم يذكر احدا بعد او
6462	علي زيد ثم نسله ونحوهما مما لا يدوم :	علي زيد ثم نسله ونحوهما مما لا يدوم :
6463	فمصرفه الفقير الاقرب رحما لا ارثا .	فمصرفه الفقير الاقرب رحما لا ارثا .
6464	الي الواقف ولو شرط شيئا	الي الواقف ولو شرط شيئا
6465	الي الواقف يوم انقراضهم : كابن	الي الواقف يوم انقراضهم : كابن
6466	البنت وان كان هناك ابن اخ مثلا لان الصدقه علي الاقارب افضل وافضل منه	البنت وان كان هناك ابن اخ مثلا لان الصدقه علي الاقارب افضل وافضل منه
6467	الصدقه علي اقربهم فافقرهم ومن ثم يجب ms205 ان يخص به فقراءهم فان لم يعرف ارباب	الصدقه علي اقربهم فافقرهم ومن ثم يجب ms205 ان يخص به فقراءهم فان لم يعرف ارباب
6468	الوقف او عرف ولم يكن له اقارب فقراء بل كانوا اغنياء وهم من حرمت عليه	الوقف او عرف ولم يكن له اقارب فقراء بل كانوا اغنياء وهم من حرمت عليه
6469	الزكاه صرفه الامام في مصالح المسلمين .	الزكاه صرفه الامام في مصالح المسلمين .
6470	وقال جمع يصرف الي الفقراء والمساكين : اي ببلد الموقوف .	وقال جمع يصرف الي الفقراء والمساكين : اي ببلد الموقوف .
6471	ولا يبطل الوقف علي كل حال بل يكون مستمرا عليه الا فيما لم يذكر المصرف	ولا يبطل الوقف علي كل حال بل يكون مستمرا عليه الا فيما لم يذكر المصرف
6472	كوقفت هذا وان قال لله لان الوقف يقتضي تمليك المنافع فاذا لم يعين متملكا	كوقفت هذا وان قال لله لان الوقف يقتضي تمليك المنافع فاذا لم يعين متملكا
6473	بطل وانما صح اوصيت بثلثي وصرف للمساكين لان غالب الوصايا لهم فحمل الاطلاق	بطل وانما صح اوصيت بثلثي وصرف للمساكين لان غالب الوصايا لهم فحمل الاطلاق
6474	عليهم والا في منقطع الاول : كوقفته علي من يقرا علي قبري بعد موتي او علي	عليهم والا في منقطع الاول : كوقفته علي من يقرا علي قبري بعد موتي او علي
6475	قبر ابي وهو حي : فيبطل بخلاف وقفته الان او بعد موتي علي من يقرا علي قبري	قبر ابي وهو حي : فيبطل بخلاف وقفته الان او بعد موتي علي من يقرا علي قبري
6476	بعد موتي فانه وصيه فان خرج من الثلث او اجيز وعرف قبره : صحت والا فلا وحيث	بعد موتي فانه وصيه فان خرج من الثلث او اجيز وعرف قبره : صحت والا فلا وحيث
6477	صحت والا فلا وحيث صححنا الوقف او الوصيه : كفي قراءه شيء من القران بلا	صحت والا فلا وحيث صححنا الوقف او الوصيه : كفي قراءه شيء من القران بلا
6478	تعيين بسوره يس وان كان غالب قصد الواقف ذلك كما افتي به شيخنا الزمزمي	تعيين بسوره يس وان كان غالب قصد الواقف ذلك كما افتي به شيخنا الزمزمي
6479	وقال بعض اصحابنا : هذا اذا لم يطرد عرف في البلد بقراءه قدر معلوم او سوره	وقال بعض اصحابنا : هذا اذا لم يطرد عرف في البلد بقراءه قدر معلوم او سوره
6480	معينه وعلمه الواقف والا فلا بد منه : اذ عرف البلد المطرد في زمنه بمنزله	معينه وعلمه الواقف والا فلا بد منه : اذ عرف البلد المطرد في زمنه بمنزله
6481	شرطه .	شرطه .
6482	ولو شرط اي الواقف شيئا يقصد كشرط ان لا يؤجر	ولو شرط اي الواقف شيئا يقصد كشرط ان لا يؤجر
6483	اتبع ,	اتبع ,
6484	مطلقا او الا كذا : كسنه او ان يفضل	مطلقا او الا كذا : كسنه او ان يفضل
6485	بعض الموقوف عليهم علي بعض او انثي علي ذكر او يسوي بينهم او اختصاص نحو	بعض الموقوف عليهم علي بعض او انثي علي ذكر او يسوي بينهم او اختصاص نحو
6486	مسجد كمدرسه ومقبره بطائفه كشافعيه :	مسجد كمدرسه ومقبره بطائفه كشافعيه :
6487	اتبع شرطه في غير حاله الضروره كسائر شروطه التي لم تخالف الشرع وذلك لما	اتبع شرطه في غير حاله الضروره كسائر شروطه التي لم تخالف الشرع وذلك لما
6488	فيه من وجوه المصلحه :	فيه من وجوه المصلحه :
6489	اما ما خالف الشرع : كشرط العزوبه في سكان المدرسه اي مثلا فلا يصح كما	اما ما خالف الشرع : كشرط العزوبه في سكان المدرسه اي مثلا فلا يصح كما
6490	افتي به البلقيني .	افتي به البلقيني .
6491	وخرج بغير حاله الضروره ما لم1 يوجد غير المستاجر الاول وقد شرط ان لا	وخرج بغير حاله الضروره ما لم1 يوجد غير المستاجر الاول وقد شرط ان لا
6492	يؤجر لانسان اكثر من سنه او ان الطالب لا يقيم اكثر من سنه ولم يوجد غيره	يؤجر لانسان اكثر من سنه او ان الطالب لا يقيم اكثر من سنه ولم يوجد غيره
6493	في السنه الثانيه : فيهمل شرطه حينئذ كما قاله ابن عبد السلام ms206 .	في السنه الثانيه : فيهمل شرطه حينئذ كما قاله ابن عبد السلام ms206 .
6494	فائده [ في بيان احكام الوقف المتعلقه بلفظ الواقف ] : الواو العاطفه	فائده [ في بيان احكام الوقف المتعلقه بلفظ الواقف ] : الواو العاطفه
6495	للتسويه بين المتعاطفات : كوقفت هذا علي اولادي واولاد اولادي وثم والفاء	للتسويه بين المتعاطفات : كوقفت هذا علي اولادي واولاد اولادي وثم والفاء
6496	للترتيب ويدخل اولاد بنات في ذريه ونسل وعقب واولاد اولاد الا ان قال علي	للترتيب ويدخل اولاد بنات في ذريه ونسل وعقب واولاد اولاد الا ان قال علي
6497	من ينسب الي منهم فلا يدخلون PageV01P407	من ينسب الي منهم فلا يدخلون PageV01P407
6498	000000000000000000000000000000000	000000000000000000000000000000000
6499	حينئذ والمولي يشمل معتقا وعتيقا .	حينئذ والمولي يشمل معتقا وعتيقا .
